rating,text,title
,"My 7 year old son has the 1st gen Kindle Fire, and we've been very happy with it. He mostly plays games on it now, but we plan to purchase more movies and books for it in the future. My 5 year old wanted one too, so we just purchased the 2nd gen Kindle Fire for her. She had been saving her allowance and birthday money this whole year for it. We purchased one the day they were announced!We've had it now for 3 days... and while it's still the same great product, we were disappointed to find (after receiving the device) that the 2nd generation Fire comes WITHOUT a wall charger (which the first gen Fire had) and has a whole mess of ads loaded onto it. My 5 year old can't read very well yet - she couldn't figure out how to get rid of the ads, and was constantly yelling for me to come help her. Also, some of the ads featured more mature themes (ads for sexy prime time tv shows, for example) that I would not want to expose my young child to.To purchase the wall charger, it cost us an extra 20, and it cost us 15 to have the ads turned off. So now we're up to 194 for the Kindle Fire that we thought we were getting for 159, plus a whole bunch of time wasted trying to figure out how to turn off the ads, and waiting for the wall charger to arrive.I am normally a HUGE Amazon fan, but this one leaves a bad taste in my mouth. Would have given the device 4-5 stars on its own, but with the extra expenses and hassle, I have to take it down a couple stars.***Update Oct 10, 2012*** Interesting that many folks have taken my review as an opportunity to comment on my parenting skills. While I'm sure folks are well intentioned (sarcasm), I don't recall asking for parenting advice. Many have said it's ridiculous to buy an eReader for a child who can't read.Read more",Great product but they get you with the ads and missing accessories
2,Slow to use because there are constant popups. Barely dropped it 2 feet to the ground and now it doesn't work. Highly unsatisfied.,Crashed and burned
2,this was just ok... wish the camera quality was better.,ok
2,Item was bought as a gift I haven't used the device seems my 6 year old was enjoying the games he downloaded,Ok
2,Pro's GPS accurate--easy to set-upCons small screen--does not count stairs adequately--would not push notification to my Samsung 7 edge,vivosmart hr + undesireable
2,Swiping had to be repeated several times sometimes to get the action to respond. Returned.,Slow
2,Stopped working after only a year. Felt flimsy. Did like that I could upload Amazon books,"So, So"
2,Unfortunately I've been using a far superior tablet when I decided to purchase the Amazon Fire tablet. Comparisons are unavoidable. The Amazon Fire works. Amazon only apps are not as numerous as Google. The tablet is not as streamlined as my other tablet.,Very basic tablet
2,Best tablet and most affortable. Love that it just works. Must have Prime.,Very affortable and perfect from Prime.
2,"Clunky and full of ads. Ok for my kids to use for games, but I wouldn't use this for myself.",Ok for kids
2,"I purchased this tablet because it was extremely cheap. I'm not impressed with anything about it. It is slow, not at all user friendly, and the advertising is so very annoying. It is also almost totally useless as it does not support the few apps I use on a regular basis. I will keep it only to access my amazon accounts.",Not a kindle fan
2,"Overall the tablet is okay, I just paid 50$ so can't complain anything about specs but the fact that you can't use google services sucks. No google, no youtube, gmail!",OK
2,apps constantly fail to open. no flash for camera. hard to download anything not amazon ie: google apps. will be returning....,Not so great!
2,"I bought the Fire in hopes to play movies from my ultraviolet account. Only to find out that it no longer supports ultraviolet format on the Fire. So, I had to shop elsewhere to play movies for my plane trips. Don't buy if you're looking to play movies this way!",Fire's not so hot
2,"So I've been wanting a fire since they originally came out read some questionable review's about kindle basic stuff nothing seemed to really discourage me you really don't know what your experience will be unless you try so I got it and began the prime ""free trial "" I was shocked to wake up this morning to find out I had been charged $107.00 for a full year of prime one day before my trial was supposed to end no email no contact no are you interested they just charged my card without warning imaginably upset with Amazon. the tablet it self is so so and is slightly basic the front facing camera is slightly better then the outwards one the Alexa feature is kinda nice and fun to talk to it also sync's to other echo devices as well if buying for a teenager or any young adult do set parental controls and or passwords to keep from unauthorized perchues I think the tablet is OK but no great but because of my recent experience I rated it it 2 stars your ultimately going to make up your own mind and decided if your going to purchase this device and decide if its right for you good luck in your decision",Buyer beware prime is everything
